log_time_ns,header.frame_id,header.stamp.nanosec,header.stamp.sec,pose.orientation.roll,pose.orientation.pitch,pose.orientation.yaw,pose.orientation.w,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.position.x,pose.position.y,pose.position.z
1701784585455337816,,454354763,1701784585,0.0029844607456098737,0.005685048663428933,-0.010025827643309145,0.9999822378158569,0.001506454311311245,0.0028350013308227062,-0.005017108749598265,-0.00537419319152832,-0.0024404525756835938,0.0
1701784585460391345,,458521604,1701784585,0.0032877944099581223,0.0067890508829748205,-0.009177427327050628,0.9999823570251465,0.0016594460466876626,0.003386935219168663,-0.004594244994223118,-0.0053141117095947266,-0.00243377685546875,0.0
1701784585467249488,,462688207,1701784585,0.0036254213485967016,0.007485213295060594,-0.009151631106216628,0.9999809265136719,0.0018298032227903605,0.003734257770702243,-0.004582543857395649,-0.005276679992675781,-0.0024864673614501953,0.0
1701784585469085532,,466854810,1701784585,0.004403410451584961,0.006000869646310585,-0.009957244063433486,0.9999806880950928,0.002216604072600603,0.002989424392580986,-0.004985172767192125,-0.005377292633056641,-0.002454042434692383,0.0
1701784585472755907,,471021413,1701784585,0.0005124277520826322,0.009766720287923891,-0.006720912264180499,0.999982476234436,0.0002726195671129972,0.0048824516125023365,-0.003361660521477461,-0.005435943603515625,-0.002541065216064453,0.0
1701784585476723164,,475188255,1701784585,0.0017491215810279514,0.012881532642558494,-0.006330499379611679,0.9999738931655884,0.0008949245675466955,0.00643791863694787,-0.0031708101741969585,-0.005267143249511719,-0.0025866031646728516,0.0
1701784585480385626,,479354858,1701784585,0.001101056120464296,0.010521486014373046,-0.0051092967460317365,0.9999827146530151,0.0005639579030685127,0.005259294528514147,-0.002557506086304784,-0.005362749099731445,-0.0025391578674316406,0.0
1701784585484790190,,483521461,1701784585,0.0015945779478137598,0.007035466254808065,-0.00774657317148221,0.9999859929084778,0.0008109030895866454,0.003514610230922699,-0.0038760562893003225,-0.0052988529205322266,-0.0025107860565185547,0.0
1701784585488798027,,487688064,1701784585,0.0033594617262989054,0.006654172876806788,-0.007901375721525872,0.9999852180480957,0.0016928518889471889,0.0033204136416316032,-0.003956238739192486,-0.005347728729248047,-0.0024852752685546875,0.0
1701784585493184567,,491854906,1701784585,0.001916799948664304,0.007376550389932353,-0.00642185905978672,0.9999876022338867,0.0009702310780994594,0.0036851686891168356,-0.0032144354190677404,-0.005352973937988281,-0.002505064010620117,0.0
1701784585498893250,,496021509,1701784585,0.0020209643633491083,0.009946428514694055,-0.006151729347953244,0.9999823570251465,0.0010257615940645337,0.004970059730112553,-0.0030808455776423216,-0.0053365230560302734,-0.0026252269744873047,0.0
1701784585502027968,,500188112,1701784585,0.0012255544853263093,0.009510409868679405,-0.005772984318207113,0.9999843835830688,0.0006264934781938791,0.004753397312015295,-0.0028893686830997467,-0.005225181579589844,-0.002482891082763672,0.0
1701784585505620022,,504354953,1701784585,0.0016560409090047373,0.01064960228700027,-0.00619997245918186,0.9999806880950928,0.0008445113198831677,0.00532218161970377,-0.0031043451745063066,-0.005316019058227539,-0.002547025680541992,0.0
1701784585509822024,,508521556,1701784585,0.0006512161750732421,0.008246783578399369,-0.005048754855910849,0.999988317489624,0.0003360132104717195,0.0041225445456802845,-0.002525695599615574,-0.005368709564208984,-0.002522706985473633,0.0
1701784585513668587,,512688159,1701784585,-0.0010783340749704231,0.014012987932715923,-0.004753569302329723,0.9999725818634033,-0.0005224994383752346,0.00700769666582346,-0.0023729458916932344,-0.005401611328125,-0.00252532958984375,0.0
1701784585517935302,,516854763,1701784585,0.0006193600256913961,0.010614452931783055,-0.003913631592093242,0.9999840259552002,0.0003200602368451655,0.005306584760546684,-0.001958430279046297,-0.005434513092041016,-0.002594470977783203,0.0
1701784585522189619,,521021604,1701784585,0.002022877243689422,0.013397194487911802,-0.004559725075122215,0.9999744296073914,0.0010266848839819431,0.006696220487356186,-0.0022865834180265665,-0.005334138870239258,-0.002574443817138672,0.0
1701784585528838763,,525188207,1701784585,-0.001315555655472424,0.013004820173382257,-0.003305027902952639,0.9999772906303406,-0.0006470177322626114,0.006503440905362368,-0.001648200792260468,-0.005490779876708984,-0.0025691986083984375,0.0
1701784585530774346,,529354810,1701784585,0.0021803507360569773,0.009640208422567529,-0.004213899130418416,0.9999855756759644,0.0011003157123923302,0.00481777498498559,-0.0021121769677847624,-0.005369424819946289,-0.0025854110717773438,0.0
1701784585534863194,,533521413,1701784585,0.0010916103971685715,0.010218821986787573,-0.005272804799812544,0.9999833106994629,0.0005592665402218699,0.005107931327074766,-0.0026391532737761736,-0.0053005218505859375,-0.0025403499603271484,0.0
1701784585538784697,,537688255,1701784585,0.0006851391789223445,0.007752274578173104,-0.0040217063766646985,0.9999904632568359,0.0003503606130834669,0.003875430440530181,-0.002012164331972599,-0.005328655242919922,-0.002482175827026367,0.0
1701784585543421394,,541854858,1701784585,0.0012563691906398358,0.009927448411729982,-0.004897648110658659,0.9999845027923584,0.0006403301376849413,0.004962149541825056,-0.0024519090075045824,-0.005339622497558594,-0.002533435821533203,0.0
1701784585547032180,,546021461,1701784585,0.0017731448830057533,0.011975721139321188,-0.003587120488482445,0.999980092048645,0.0008972944924607873,0.00598622253164649,-0.0017988350009545684,-0.005361318588256836,-0.002590656280517578,0.0
1701784585551265959,,550188064,1701784585,0.0009454733302493245,0.010329591364218052,-0.003712076044497918,0.999984860420227,0.00048231551772914827,0.005163885653018951,-0.0018584534991532564,-0.005380868911743164,-0.0025467872619628906,0.0
1701784585558270720,,554354906,1701784585,0.002362628809536159,0.009089826103712523,-0.003847232255222135,0.9999871253967285,0.0011900423560291529,0.00454261340200901,-0.0019289626507088542,-0.0054168701171875,-0.002617359161376953,0.0
1701784585560343700,,558521509,1701784585,0.0030577109134303075,0.011436542684320733,-0.0037231127260048775,0.9999808073043823,0.0015394719084724784,0.005715377163141966,-0.0018702648812904954,-0.005322456359863281,-0.0025708675384521484,0.0
1701784585564186821,,562688112,1701784585,0.0015353490596267015,0.011376174060885777,-0.004045791554293057,0.9999815225601196,0.0007791667594574392,0.00568648986518383,-0.0020272275432944298,-0.005347013473510742,-0.002546548843383789,0.0
1701784585567952809,,566854953,1701784585,0.0008430679133394822,0.008918483138635653,-0.0030009749960325624,0.9999889135360718,0.0004282202571630478,0.004458588548004627,-0.0015023514861240983,-0.0053670406341552734,-0.002488851547241211,0.0
1701784585572217507,,571021556,1701784585,0.0017551062269831235,0.00917296519041923,-0.004280808586381817,0.9999868869781494,0.0008873585611581802,0.004584575537592173,-0.002144403988495469,-0.005353212356567383,-0.002552509307861328,0.0
1701784585576614197,,575188159,1701784585,0.00031196639756479505,0.00954463498741488,-0.0028710476793736015,0.9999876022338867,0.0001628320023883134,0.004772070329636335,-0.001436251332052052,-0.005405902862548828,-0.0025589466094970703,0.0
1701784585580505228,,579354763,1701784585,-0.0025819215920881394,0.012959464615915649,-0.002047270261009898,0.999977707862854,-0.001284299767576158,0.006480999290943146,-0.001015247544273734,-0.005366802215576172,-0.002461671829223633,0.0
1701784585585915852,,583521604,1701784585,0.002181221233410766,0.009257464954809017,-0.0033793073861826694,0.9999873042106628,0.0010984180262312293,0.00462686363607645,-0.0016946818213909864,-0.00541996955871582,-0.0026040077209472656,0.0
1701784585590174527,,587688207,1701784585,0.0024770805173767604,0.011450801517012998,-0.002850429610983083,0.9999818801879883,0.001246678177267313,0.005723593756556511,-0.0014322808710858226,-0.0053441524505615234,-0.00252532958984375,0.0
1701784585594103421,,591854810,1701784585,0.0011207932832287667,0.011537506760680612,-0.0034971943278415264,0.9999816417694092,0.0005704736104235053,0.005767731927335262,-0.001751799718476832,-0.005366802215576172,-0.002518177032470703,0.0
1701784585597155947,,596021413,1701784585,0.000413487727143113,0.005455643702081723,-0.003937023256746036,0.9999943375587463,0.00021211242710705847,0.0027274060994386673,-0.0019690669141709805,-0.005424022674560547,-0.0024220943450927734,0.0
1701784585601185251,,600188255,1701784585,-0.0035292043881023686,0.013639203835275959,-0.0022231162141862623,0.9999746084213257,-0.0017569788033142686,0.006821495480835438,-0.001099496497772634,-0.0053517818450927734,-0.002441883087158203,0.0
1701784585605419636,,604354858,1701784585,0.0009169880064670023,0.010157729632170825,-0.002957217284807912,0.999985933303833,0.0004659971746150404,0.0050781588070094585,-0.0014809174463152885,-0.005423069000244141,-0.002500295639038086,0.0
1701784585610098020,,608521461,1701784585,0.0031267220203843845,0.009241070699948676,-0.004412018701512806,0.9999856948852539,0.001573532703332603,0.004617053084075451,-0.0022132047452032566,-0.00530552864074707,-0.002452373504638672,0.0
1701784585613893828,,612688064,1701784585,0.0015161269613034067,0.010264692476457804,-0.004413906312588419,0.9999841451644897,0.0007693783263675869,0.005130636505782604,-0.0022108121775090694,-0.005478858947753906,-0.002471923828125,0.0
1701784585620106438,,616854906,1701784585,0.0003815956441164961,0.007984338237543654,-0.0023445497614602135,0.9999912977218628,0.00019547608098946512,0.003991932142525911,-0.0011730269761756063,-0.005379199981689453,-0.0024690628051757812,0.0
1701784585622389014,,621021509,1701784585,-0.00012986146864923045,0.011512307203456234,-0.0028144850325826183,0.999982476234436,-5.682933624484576e-05,0.005756207276135683,-0.0014068449381738901,-0.0053310394287109375,-0.002460956573486328,0.0
1701784585626561021,,625188112,1701784585,0.001760595611957877,0.010444884904475479,-0.0029605397691111557,0.999984860420227,0.0008880153181962669,0.005221107974648476,-0.0014848458813503385,-0.005347490310668945,-0.0025010108947753906,0.0
1701784585630456765,,629354953,1701784585,0.0022903507701990855,0.009290380674710236,-0.0033353067586469405,0.9999872446060181,0.001152907614596188,0.004643253982067108,-0.001672952901571989,-0.00531768798828125,-0.0024597644805908203,0.0
1701784585634597801,,633521556,1701784585,-0.0004606795133098094,0.010147717658540114,-0.0039420471054395795,0.9999852180480957,-0.00022033568529877812,0.00507428077980876,-0.001969828037545085,-0.005371570587158203,-0.0023648738861083984,0.0
1701784585638630149,,637688159,1701784585,0.0014272773850063408,0.009729014473525184,-0.0023470627070178614,0.9999872446060181,0.0007193383062258363,0.0048636458814144135,-0.0011769883567467332,-0.005426883697509766,-0.002529144287109375,0.0
1701784585643246668,,641854763,1701784585,-0.0018627890677639803,0.013852194372321524,-0.0023419286850230635,0.9999749660491943,-0.0009232612210325897,0.006927124224603176,-0.0011644845362752676,-0.005330324172973633,-0.00240325927734375,0.0
1701784585649748237,,646021604,1701784585,0.0023048981145307947,0.010321770055989837,-0.003723800414786522,0.9999843239784241,0.001162040396593511,0.005158703774213791,-0.001867820625193417,-0.005340576171875,-0.0024247169494628906,0.0
1701784585652122044,,650188207,1701784585,0.0020128832817078355,0.009896286046565521,-0.003041979838870509,0.9999861717224121,0.0010139539372175932,0.004946583416312933,-0.0015259498031809926,-0.005362272262573242,-0.002401113510131836,0.0
1701784585656020607,,654354810,1701784585,0.0021211780121136226,0.011213704165792416,-0.004109090270186592,0.9999816417694092,0.001072089304216206,0.005604628473520279,-0.0020604566670954227,-0.005300998687744141,-0.0024154186248779297,0.0
1701784585659949801,,658521413,1701784585,0.0008649131265423281,0.007786029766093103,-0.0028482174764812044,0.9999913573265076,0.0004379968740977347,0.0038923847023397684,-0.0014257808215916157,-0.005442142486572266,-0.00241851806640625,0.0
1701784585663877883,,662688255,1701784585,0.0003248734414890463,0.011057795472004334,-0.002763621346435576,0.9999837875366211,0.0001700739230727777,0.0055286395363509655,-0.0013826871290802956,-0.005377292633056641,-0.0024862289428710938,0.0
1701784585667803772,,666854858,1701784585,0.0019498123959662131,0.012959496161746941,-0.003118647302548435,0.9999773502349854,0.000984988291747868,0.006478171329945326,-0.0015656065661460161,-0.005346536636352539,-0.002428770065307617,0.0
1701784585671991639,,671021461,1701784585,0.0022735176061806283,0.00942638338671423,-0.0024196262059635876,0.9999875426292419,0.0011424471158534288,0.004711792338639498,-0.001215156284160912,-0.005238056182861328,-0.0024373531341552734,0.0
1701784585676379498,,675188064,1701784585,0.0022973830951750437,0.005965718936369023,-0.0043356548263763705,0.9999925494194031,0.0011551497736945748,0.0029803558718413115,-0.0021712409798055887,-0.005373716354370117,-0.002387523651123047,0.0
1701784585681708904,,679354906,1701784585,0.00133468549568781,0.004608256422403227,-0.0034829941956606536,0.9999955892562866,0.0006713525508530438,0.0023029600270092487,-0.0017430288717150688,-0.005417585372924805,-0.002343416213989258,0.0
1701784585685657303,,683521509,1701784585,-0.004668916649416681,0.013802932478338496,-0.0015489642726826825,0.9999732375144958,-0.0023290547542274,0.006903198082000017,-0.0007583504193462431,-0.005351066589355469,-0.0024003982543945312,0.0
1701784585688998147,,687688112,1701784585,0.0006736165115282436,0.011106827445374902,-0.002615726619737187,0.9999836683273315,0.0003440658329054713,0.0055529396049678326,-0.001309713115915656,-0.0053615570068359375,-0.002376079559326172,0.0
1701784585693176643,,691854953,1701784585,0.0017008358487598087,0.009089029488510935,-0.0019783245596102857,0.9999887943267822,0.000854903890285641,0.004543654154986143,-0.0009930162923410535,-0.005281925201416016,-0.002410888671875,0.0
1701784585697081850,,696021556,1701784585,0.0019509062007892122,0.01242603914634887,-0.0026809833665003653,0.9999793767929077,0.0009837616235017776,0.006211663130670786,-0.0013465251540765166,-0.005310773849487305,-0.00240325927734375,0.0
1701784585701083058,,700188159,1701784585,0.0016301924205728555,0.007276268090133165,-0.0025226549293693545,0.9999922513961792,0.000819678942207247,0.0036370938178151846,-0.0012642837828025222,-0.005345344543457031,-0.0024492740631103516,0.0
1701784585705484515,,704354763,1701784585,0.0017827514122700854,0.008630825947597386,-0.0023484230468360447,0.9999896287918091,0.0008964338339865208,0.004314348101615906,-0.0011780464556068182,-0.0053784847259521484,-0.0024881362915039062,0.0
1701784585711815897,,708521604,1701784585,0.0006602704229967636,0.013151463829693162,-0.0021548544981956196,0.9999778270721436,0.00033721266663633287,0.006575324106961489,-0.0010795744601637125,-0.005307912826538086,-0.002378702163696289,0.0
1701784585714176805,,712688207,1701784585,0.00025173103975789835,0.00843285833836176,-0.001284034339688967,0.9999909400939941,0.0001285713806282729,0.004216334782540798,-0.000642542087007314,-0.0052835941314697266,-0.002371549606323242,0.0
1701784585718278309,,716854810,1701784585,0.0011118382395818164,0.010035537143558813,-0.0022038780812347124,0.9999866485595703,0.0005614410038106143,0.0050171311013400555,-0.0011047142324969172,-0.005414247512817383,-0.0023522377014160156,0.0
1701784585722209113,,721021413,1701784585,-7.008050902832781e-05,0.007710390296649001,-0.0020133975714712923,0.9999921321868896,-3.115896470262669e-05,0.003855218645185232,-0.0010065559763461351,-0.0054187774658203125,-0.00235748291015625,0.0
1701784585726385349,,725188255,1701784585,-0.0015709078088014384,0.01144690267144081,-0.0009951480653175207,0.9999831914901733,-0.0007825930370017886,0.00572380842640996,-0.0004930702270939946,-0.005290031433105469,-0.0023567676544189453,0.0
1701784585730421808,,729354858,1701784585,0.0010349379330597348,0.01198210979856693,-0.001674300219042388,0.9999816417694092,0.0005224748165346682,0.0059905825182795525,-0.000840234977658838,-0.005354642868041992,-0.0024013519287109375,0.0
1701784585734527621,,733521461,1701784585,0.00044129124636277666,0.00915309632494524,-0.0005344371977392106,0.9999894499778748,0.00022186624119058251,0.004576473031193018,-0.00026822558720596135,-0.005286216735839844,-0.002373933792114258,0.0
1701784585742250858,,737688064,1701784585,-0.0033081147042284945,0.012934382291225984,-0.000715731860863896,0.999977707862854,-0.001651707454584539,0.0064677284099161625,-0.00034716090885922313,-0.005299568176269531,-0.002330780029296875,0.0
1701784585744211248,,741854906,1701784585,0.001445437941161551,0.003503124242313722,-0.0022891276950675597,0.999997615814209,0.0007247220491990447,0.0017507323063910007,-0.0011458273511379957,-0.0054590702056884766,-0.002357959747314453,0.0
1701784585747876710,,746021509,1701784585,0.0019107262647801151,0.0068067287055007105,-0.002094264426985392,0.9999932050704956,0.0009589206892997026,0.0034023539628833532,-0.0010503769153729081,-0.005310535430908203,-0.00237274169921875,0.0
1701784585751354161,,750188112,1701784585,0.0016943628351140487,0.008386403292497832,-0.0025193539150256718,0.9999901056289673,0.0008524552104063332,0.004192117135971785,-0.0012632174184545875,-0.0052947998046875,-0.0023381710052490234,0.0
1701784585755625092,,754354953,1701784585,0.001795539678943119,0.0055299233675079355,-0.0023452973497142477,0.9999951124191284,0.0009010079666040838,0.0027639023028314114,-0.0011751257115975022,-0.005367755889892578,-0.0022568702697753906,0.0
1701784585760163823,,758521556,1701784585,0.003618463982044529,0.0071871402582033075,-0.003472675859575008,0.9999904632568359,0.0018154560821130872,0.0035904094111174345,-0.0017428244464099407,-0.005410909652709961,-0.0023148059844970703,0.0
1701784585763914442,,762688159,1701784585,0.002128320540448216,0.009431475090885084,-0.0006271223066116959,0.9999882578849792,0.0010656268568709493,0.004715383518487215,-0.00031857576686888933,-0.005254268646240234,-0.0024309158325195312,0.0
1701784585768875710,,766854763,1701784585,0.0018103181694331136,0.006588714847471478,-0.0013228668511789383,0.9999939799308777,0.0009073328110389411,0.003293750574812293,-0.0006644114037044346,-0.005307197570800781,-0.002362966537475586,0.0
1701784585773652514,,771021604,1701784585,0.002666217306016218,0.0054438938964484545,-0.002986349112463667,0.9999942779541016,0.0013371661771088839,0.0027199476025998592,-0.0014967957977205515,-0.0053713321685791016,-0.0022857189178466797,0.0
1701784585777355385,,775188207,1701784585,-7.825528416114302e-06,0.008843856632131629,5.1778902000416366e-05,0.9999902844429016,-4.027206614409806e-06,0.004421913530677557,2.5906498194672167e-05,-0.005322456359863281,-0.0023593902587890625,0.0
1701784585780674551,,779354810,1701784585,-0.0007566477215431316,0.00937517536875077,-0.0006609647127403059,0.9999889135360718,-0.00037677050568163395,0.0046876948326826096,-0.00032870526774786413,-0.005445241928100586,-0.002414226531982422,0.0
1701784585784753197,,783521413,1701784585,0.002024892885216867,0.013442682215127238,-0.0008488579314976107,0.9999768733978271,0.0010152759496122599,0.006720856297761202,-0.0004312240635044873,-0.005327701568603516,-0.002394437789916992,0.0
1701784585788995396,,787688255,1701784585,0.0033990686759634986,0.009240666466816505,-0.0009781822390164596,0.999987781047821,0.0017017748905345798,0.00461947824805975,-0.0004969375440850854,-0.005296468734741211,-0.002332925796508789,0.0
1701784585793248894,,791854858,1701784585,0.00308216194785456,0.006689720990358818,-0.003190053713306484,0.9999920129776001,0.0015464047901332378,0.003342387732118368,-0.0016001699259504676,-0.00540924072265625,-0.002245187759399414,0.0
1701784585798915428,,796021461,1701784585,0.004011452126330837,0.0024596846006553247,-0.0040133366484888505,0.9999952912330627,0.00200818688608706,0.0012258121278136969,-0.002009127987548709,-0.005469560623168945,-0.0022869110107421875,0.0
1701784585804927394,,800188064,1701784585,0.003513244341886599,0.007174768142737418,-0.00215645057304809,0.9999914169311523,0.0017604769673198462,0.0035854747984558344,-0.0010845181532204151,-0.005329132080078125,-0.0023076534271240234,0.0
1701784585806748559,,804354906,1701784585,0.003045505729302702,0.008264622684737195,-0.003063432484082355,0.9999891519546509,0.0015290669398382306,0.004129957407712936,-0.0015379932010546327,-0.005419254302978516,-0.0022301673889160156,0.0
1701784585810784639,,808521509,1701784585,0.004567454900214556,0.009025699134727843,-0.0017007897147344815,0.9999868869781494,0.002287538954988122,0.004510878585278988,-0.0008606899064034224,-0.0053822994232177734,-0.0022575855255126953,0.0
1701784585814282921,,812688112,1701784585,0.0009869624926041576,0.011891126023984604,-0.0009749677075897947,0.9999821186065674,0.000496370776090771,0.005945285782217979,-0.0004904091474600136,-0.005435943603515625,-0.002332448959350586,0.0
1701784585818313172,,816854953,1701784585,0.0020777439671684794,0.0008384743254422605,-0.001199538005997775,0.9999992251396179,0.0010391229297965765,0.0004186137521173805,-0.0006002041045576334,-0.00533604621887207,-0.0023369789123535156,0.0
1701784585822354849,,821021556,1701784585,0.002344483703452071,0.0019773760024481783,-0.0017993667418783816,0.9999984502792358,0.001173130003735423,0.0009876320837065578,-0.0009008411434479058,-0.00534367561340332,-0.002324342727661133,0.0
1701784585826620233,,825188159,1701784585,0.002552870707223329,0.005566171931689654,-0.002127393181435834,0.9999948143959045,0.0012793896021321416,0.0027817205991595984,-0.0010672437492758036,-0.0053708553314208984,-0.0022628307342529297,0.0
1701784585833726418,,829354763,1701784585,0.0026578754250600194,0.00552172100851234,-0.0016872834434495734,0.9999949932098389,0.0013312608934938908,0.0027597323060035706,-0.0008473066263832152,-0.0054051876068115234,-0.0023484230041503906,0.0
1701784585835873964,,833521604,1701784585,0.003464575436666368,0.00892352649732116,-0.0023138200798127387,0.9999879002571106,0.0017374302260577679,0.004459734540432692,-0.00116462551523,-0.005434513092041016,-0.0022399425506591797,0.0
