log_time_ns,header.frame_id,header.stamp.nanosec,header.stamp.sec,motor_a_1,motor_a_2,motor_b_1,motor_b_2,motor_c_1,motor_c_2
1700589580633846035,body,633477433,1700589580,0.030057441645150798,0.03117877711493975,0.030207681092416935,0.05544983487647911,0.04003706076075001,0.03004236190969479
1700589580643609684,body,643481222,1700589580,0.03003453726270115,0.050430738187213164,0.03180158526571437,0.030059124889649222,0.06780943013439689,0.030040664173309365
1700589580653548578,body,653433669,1700589580,0.030002433719881386,0.032863802675112234,0.030063822756414622,0.049960494907915376,0.0300017176521878,0.04847934925103413
1700589580663535660,body,663432761,1700589580,0.03000205525993538,0.06060898252753725,0.0394789746414753,0.030003082474117593,0.07600123324306168,0.030002328990299455
1700589580673615085,body,673450772,1700589580,0.03001363769880171,0.045490381313669385,0.030131843477996825,0.043938510463557685,0.041698721577893436,0.03001653376724685
1700589580683521953,body,683421058,1700589580,0.03492538892213166,0.030338432913318433,0.04114569960324625,0.038190586914294465,0.03130215520346292,0.03305555703426501
1700589580693497933,body,693419588,1700589580,0.030015394365022374,0.03760459511108761,0.030136393328088127,0.040060699457252574,0.04209146479889631,0.030018946257342884
1700589580703503504,body,703425339,1700589580,0.030024094593341547,0.033124875642807076,0.030169035236909447,0.038353101164390745,0.04792362038530073,0.030026976098484016
1700589580713523370,body,713422012,1700589580,0.0313328655008725,0.035055231845813814,0.04903851914743344,0.03475642423302899,0.03124921430889293,0.034499984319258346
1700589580723561950,body,723448575,1700589580,0.030012755834708138,0.06401817934393236,0.03013234202324145,0.0604539970470242,0.07174886452124841,0.03001600653758612
1700589580733533757,body,733419953,1700589580,0.030012293770268147,0.05364384423131971,0.03012964589514788,0.040622003387051096,0.07460592270764357,0.030014200159532173
1700589580743493450,body,743409278,1700589580,0.030995834228437755,0.03379166231461212,0.03307930534968043,0.042662487542574234,0.030624968939952844,0.033445531083157565
1700589580753484628,body,753419579,1700589580,0.030019709407574993,0.03327249076768246,0.07532030045190541,0.030022248920437034,0.03677806723760896,0.030023998958028687
1700589580763500945,body,763418938,1700589580,0.03001401046862872,0.04466905095675614,0.03015636789264999,0.04625187423044841,0.054390292287421475,0.03001702471795837
1700589580773524409,body,773420477,1700589580,0.030013167134444754,0.054443593647744384,0.030143239477622413,0.05288367835919467,0.06599083479512291,0.03001580723078256
1700589580783476532,body,783404196,1700589580,0.03001744951193954,0.04115028033372148,0.04526499501332204,0.030023773312207368,0.036249477380807776,0.030023311183026556
1700589580793544517,body,793426061,1700589580,0.030002066913518397,0.05214396236042413,0.03710419016679622,0.030003198079493015,0.07258696344731852,0.030002480991814663
1700589580803598399,body,803455429,1700589580,0.030014630576039328,0.03407809235106283,0.030140773907812057,0.05743472501982414,0.030011108216528103,0.03766845710600778
1700589580813582319,body,813478149,1700589580,0.030008561503828447,0.030250696205079964,0.030191719383973938,0.03561788121225904,0.05064326815575227,0.030030232663805837
1700589580823663858,body,823461559,1700589580,0.030014511858875215,0.06103086454203256,0.030140933775664253,0.03617174925759473,0.05432699843925395,0.030018227141088028
1700589580833607353,body,833486681,1700589580,0.051595045254143504,0.03001587643353052,0.060517457876075785,0.030024035650771348,0.030011038055520252,0.0857018762710139
1700589580843680151,body,843503112,1700589580,0.030011508391800806,0.05715836373292258,0.03014764359266119,0.04698288094299121,0.08210551140429903,0.03001226075738227
1700589580853647977,body,853482222,1700589580,0.0300119576991197,0.05174509061407536,0.030137634738700122,0.04970851585796831,0.05059493665926674,0.03001373881340573
1700589580864072307,body,863581653,1700589580,0.03578244444086003,0.030013789992578005,0.030133824929624096,0.04002909761001852,0.033968161877949765,0.030016038054510863
1700589580873616025,body,873476478,1700589580,0.030013756475323228,0.05344276655731223,0.030137955138864293,0.036790166408613725,0.06830650485161448,0.030016247428209634
1700589580883590462,body,883481951,1700589580,0.030682598052693875,0.07278018230713493,0.030593751722513527,0.047288697168260896,0.09044662625184999,0.031144488805911533
1700589580893559376,body,893445141,1700589580,0.035260203508899725,0.03001444807992555,0.030130405033168137,0.04739686852458792,0.030009341633896007,0.04278809119395597
1700589580903551908,body,903444602,1700589580,0.045649448295148456,0.030014657265476235,0.08455254320346084,0.030019882473572703,0.030009888739545573,0.06894114855860947
1700589580913548132,body,913441457,1700589580,0.030011261185245483,0.0657454451520255,0.03015148087547373,0.06227233997605791,0.085537405211891,0.030012277246778893
1700589580923592960,body,923461825,1700589580,0.03001231485845253,0.04708968014017814,0.051892694874419526,0.0300175800584113,0.04359558822172458,0.030014628241007868
1700589580933572953,body,933448661,1700589580,0.030011373304282954,0.054477513867715883,0.03015047949556362,0.04731829333372094,0.07274076665353327,0.03001284463783146
1700589580943536274,body,943427479,1700589580,0.03001155139231571,0.052623563217685965,0.030140553809600415,0.04778060525753814,0.07207042893086871,0.030012641209387497
1700589580953722375,body,953560938,1700589580,0.04393106847786178,0.03000224712450851,0.04184589632788396,0.0300034572575354,0.030001506904780633,0.04835336840789249
1700589580963680761,body,963507311,1700589580,0.030012171194377765,0.04768755497640185,0.030142621402766516,0.0414817481781093,0.05983867443286398,0.030013963089571445
1700589580973703521,body,973505675,1700589580,0.04132844824829484,0.030026683444888888,0.030207955879982446,0.039519914006819715,0.03026455411444483,0.030012280145062152
1700589580983630505,body,983469148,1700589580,0.030001802242441315,0.053819753824159815,0.0300764584140629,0.03197935450000507,0.05342972717350254,0.03000241081549406
1700589580993653497,body,993486975,1700589580,0.03554658356284841,0.03049351521823322,0.031208059472457726,0.03757119438040976,0.03026933303337344,0.031078742356099462
1700589581003700985,body,3513474,1700589581,0.030011962582798722,0.057602550566122915,0.030127605695136207,0.04491582047019535,0.056454474655745,0.030016654602918313
1700589581013571632,body,13450328,1700589581,0.030011778033434123,0.05439096158633433,0.030123814828579624,0.043848183518118075,0.09250170493824007,0.030013549368347926
1700589581023535431,body,23436813,1700589581,0.03353730633818676,0.03000635496834037,0.030771738155261626,0.03001762593063303,0.03000408210600781,0.052346933029342145
1700589581033504019,body,33423306,1700589581,0.03001310080365235,0.0411138383522369,0.03012066378391764,0.04948225785191376,0.05818391348220537,0.030013992954138657
1700589581043496951,body,43418182,1700589581,0.03000193778984489,0.05307051492865894,0.03006274323536153,0.032380173542974885,0.05045633512938239,0.03000231535843211
1700589581053516794,body,53429821,1700589581,0.036254187970693505,0.030015857618372808,0.030129290839467648,0.04167294174056089,0.030010942851361577,0.03824451523015175
1700589581063523256,body,63432646,1700589581,0.03000202980122902,0.052996592590529065,0.030061536086350586,0.03488364883596611,0.06012082498527777,0.03000252644702321
1700589581073512362,body,73423696,1700589581,0.03000227361212942,0.03371463216161242,0.04162300267933283,0.030003559168580864,0.04452239195631276,0.030002760986267005
1700589581083570447,body,83465425,1700589581,0.030013848208130807,0.04566406482254795,0.030135633074040817,0.04174281403972607,0.05754136816619651,0.030016289431567447
1700589581093708527,body,93529101,1700589581,0.030002011470401484,0.04561383934092057,0.030069993668589437,0.032880833513410236,0.06569663454166133,0.03000229630375577
1700589581103640378,body,103483389,1700589581,0.03291548803864642,0.032016063240848686,0.04447845600582009,0.03831354155992512,0.03084280782471859,0.03351362315296026
1700589581113612495,body,113468203,1700589581,0.030980890587987867,0.03589993822402622,0.031017123805010104,0.05525241338032745,0.06809091972991142,0.031146402834059773
1700589581123608234,body,123483136,1700589581,0.03001937847660536,0.041588400430897274,0.030154568491497943,0.03581847124767085,0.042098252336403776,0.030022112567451874
1700589581133587886,body,133466960,1700589581,0.030312962872215795,0.03819782355819591,0.03364882361556774,0.04516004804901587,0.053482809999677305,0.0301383898399067
1700589581143642905,body,143499346,1700589581,0.0350136979527173,0.03235771168514383,0.05706156029148059,0.033743209688763216,0.030946522130325678,0.0926103223443859
1700589581153594022,body,153454614,1700589581,0.030013119444256515,0.060743716606210314,0.03014925169178421,0.037340928456820195,0.10037055305703946,0.030011590067324626
1700589581163639248,body,163490667,1700589581,0.03002141905879143,0.04279769394817194,0.03018157727362146,0.03636481096503855,0.03126586172993822,0.030028405841398688
1700589581173722981,body,173524211,1700589581,0.030002260056376438,0.035065067572909656,0.04001648857554863,0.030003435682762786,0.04215733264405278,0.030002491234832594
1700589581183700692,body,183509447,1700589581,0.03001512301371058,0.03568507832891396,0.030139378424381493,0.04995015276059731,0.04640388801748524,0.030016242976981244
1700589581193700342,body,193516806,1700589581,0.030002221724671964,0.031950727770628136,0.030075489214377308,0.0516792181817484,0.05076530881230087,0.03000236543504054
1700589581203663967,body,203492484,1700589581,0.030013583902465852,0.05278821990713759,0.03012607801991645,0.04197931788347947,0.07767424764959178,0.03001409164285544
1700589581213663052,body,213485081,1700589581,0.03001249818366281,0.05916273221888919,0.06370256541076501,0.03001830507996238,0.054656455616705395,0.030014509581150275
1700589581223818447,body,223570151,1700589581,0.03755695288020723,0.030002110897418627,0.03475872461612593,0.030003596121480732,0.03000137671001059,0.05746072986486619
1700589581233768467,body,233539246,1700589581,0.0300020081580455,0.04279041056432842,0.03673161216536577,0.03000332039220329,0.049478080115743055,0.030002341890267462
1700589581243813948,body,243551767,1700589581,0.030244114266786387,0.031374273608985696,0.031752077466416236,0.0477423734671828,0.030395159060621117,0.03637554559522214
1700589581253767478,body,253553447,1700589581,0.030583976285489943,0.030072643003377888,0.030246146710806516,0.042217857318348415,0.05180609773615675,0.030039877563323058
1700589581263723170,body,263514847,1700589581,0.030020861063941834,0.0463837032573096,0.047076555681062456,0.030029873167646097,0.03442014622592266,0.030028274275805213
1700589581273765898,body,273573068,1700589581,0.03001249841754341,0.06388962857979903,0.030135688157100465,0.05985659471853318,0.10788508567975395,0.0300132749362212
1700589581283721235,body,283536341,1700589581,0.03000230118863391,0.03769181499214715,0.04624572599226937,0.030003107143684912,0.030001507152256326,0.053544683329524244
1700589581293713834,body,293554075,1700589581,0.03035488352023181,0.03773925146907398,0.031391212482821756,0.0444808745797713,0.04989213348490091,0.030226823814580406
1700589581303655070,body,303496684,1700589581,0.030019992633981373,0.03800392463594962,0.047752894907978696,0.030025909596197466,0.04295760366798599,0.030021984334438166
1700589581313871071,body,313545644,1700589581,0.03001476954427278,0.06235432267919641,0.030159563887113647,0.035371881198478276,0.06514935950385223,0.030017464911934216
1700589581323683768,body,323514701,1700589581,0.037465520400528085,0.030015467072085675,0.03014386000571316,0.046059144715903756,0.04054041551963652,0.03001653177052808
1700589581333622646,body,333473948,1700589581,0.0300021338758934,0.03390406606746588,0.030078670294185615,0.0331469810455958,0.03792438392354964,0.030002686458001842
1700589581343659360,body,343496796,1700589581,0.03000209597081709,0.051493378800879175,0.030073828078384424,0.03350478436412962,0.05686635855933205,0.030002657568538826
1700589581353765405,body,353548675,1700589581,0.03930681851429369,0.030016547177145216,0.06982642675912792,0.030023071066185673,0.0300109184359263,0.06249200625427027
1700589581363783886,body,363559881,1700589581,0.03001352408235795,0.046226064532755545,0.03015050109416888,0.061173479622142486,0.08159645580327342,0.030013949548206846
1700589581373846953,body,373618914,1700589581,0.030325434254663216,0.06556161205264009,0.053723745709439295,0.031762270346845756,0.06273043564432525,0.03116613848249625
1700589581383712264,body,383530462,1700589581,0.030302983075009074,0.03759638568547125,0.03104249362063396,0.04975410889593161,0.048218625666895845,0.03022225490261613
1700589581393638019,body,393498062,1700589581,0.036257721434673505,0.03047685267089407,0.030738917502469074,0.03496812863897794,0.030238814823510596,0.032564409541247355
1700589581403691122,body,403487274,1700589581,0.030013538148407813,0.05327951856293044,0.03014355825171357,0.03800900577993461,0.08025266900342908,0.030015221070957134
1700589581413762322,body,413539819,1700589581,0.044181211908809276,0.03001560096556488,0.08316360488677708,0.030021312678498047,0.030008497263176573,0.11984787760015193
1700589581423723252,body,423537627,1700589581,0.03001298534513867,0.04255276808954989,0.030154819752663792,0.0660027632868315,0.08012427648751129,0.030010721427658985
1700589581433655871,body,433493977,1700589581,0.030032050902815226,0.04484807213218016,0.03034377497239614,0.030921074685991316,0.05296228028875679,0.0300298913929901
1700589581443718700,body,443519160,1700589581,0.030136772736207452,0.06543456899382613,0.03083717947650542,0.047479136953935804,0.0711270311186999,0.030139946236977178
1700589581453617627,body,453474308,1700589581,0.030013230843242512,0.03655995979636768,0.030134469059793674,0.03960810476731144,0.04413168138955987,0.0300131143372433
1700589581463602221,body,463460298,1700589581,0.03296294894838694,0.03000235353280112,0.03603418917218823,0.030003629344646895,0.03000143710119493,0.05525900527501596
1700589581473625091,body,473478267,1700589581,0.03935446141115523,0.03001868323803539,0.0301576479591066,0.03694100020696655,0.03551570592908155,0.0300202427152122
1700589581483548595,body,483448237,1700589581,0.030012795767986225,0.05408810942018937,0.030130901820223283,0.045626588248369966,0.07297973689755617,0.03001435308942148
1700589581493552659,body,493459119,1700589581,0.031983738237959886,0.03000255055136369,0.0300710494404021,0.036506512250233596,0.03000160448028681,0.04556779843884638
1700589581503567660,body,503461543,1700589581,0.030011970264874017,0.060551191430199096,0.030124424276514752,0.041417198128018924,0.08137982045274711,0.030012950436959757
1700589581513585777,body,513461195,1700589581,0.030002027477340276,0.0486300547270638,0.0392539370063094,0.03000337336170363,0.049805843857424564,0.030002360632684077
1700589581523536991,body,523439832,1700589581,0.7501713010648102,0.03000000002594947,0.030062533882304406,0.8871749801779257,1.0,0.03
1700589581533544335,body,533441700,1700589581,0.3963780422271183,0.030000000052858012,0.030058087257250427,1.0,0.7467800101577832,0.030000010467443595
1700589581543511171,body,543425413,1700589581,0.5459220853720597,0.03000000017500325,0.030054960391860154,1.0,0.8904447303310442,0.030000001586487773
1700589581553553118,body,553440789,1700589581,0.45723788040854574,0.030000000011283407,0.030052768076149025,1.0,0.8271446714357787,0.03000000005990401
1700589581563601616,body,563460679,1700589581,0.49166048293033104,0.03000000025957088,0.030051225023803158,1.0,0.8586148168167674,0.030000000721722535
1700589581573610512,body,573468516,1700589581,0.4742094318250244,0.030000000209895104,0.03005014330527355,1.0,0.8549682884401106,0.030000001299568115
