log_time_ns,header.frame_id,header.stamp.nanosec,header.stamp.sec,pose.orientation.roll,pose.orientation.pitch,pose.orientation.yaw,pose.orientation.w,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.position.x,pose.position.y,pose.position.z
1700589580625543639,,624735593,1700589580,0.0008832401546059012,0.010527354180467805,0.012797021546760908,0.9999656677246094,0.00040792557410895824,0.005266369786113501,0.006396052893251181,-0.007939696311950684,0.0009703636169433594,0.0
1700589580632537443,,628902196,1700589580,0.0006974281370309047,0.010065364133602163,0.012211680438344474,0.9999686479568481,0.00031797471456229687,0.005034695845097303,0.006103969644755125,-0.007907629013061523,0.0009937286376953125,0.0
1700589580636037014,,633069038,1700589580,0.0009803286554095835,0.010493172270558796,0.012636715365077888,0.9999661445617676,0.00045699835754930973,0.0052495538257062435,0.0063156564719974995,-0.007960677146911621,0.0010004043579101562,0.0
1700589580638513119,,637235641,1700589580,0.0011935398949760216,0.0084442652358013,0.011760473809481403,0.9999736547470093,0.0005719273467548192,0.004225555341690779,0.005877629853785038,-0.00794064998626709,0.0010547637939453125,0.0
1700589580642873548,,641402244,1700589580,0.0014663791647987557,0.00784265979099678,0.013310850507863651,0.9999699592590332,0.0007070697611197829,0.00392611138522625,0.006652447860687971,-0.007887125015258789,0.00093841552734375,0.0
1700589580649917757,,645568847,1700589580,0.0001292639418112115,0.007564978713963994,0.012605764419755628,0.9999730587005615,4.078985512023792e-05,0.003782812273129821,0.006302550435066223,-0.007908105850219727,0.0010404586791992188,0.0
1700589580651412914,,649735689,1700589580,0.0007936405389510247,0.010712256150546067,0.013359323837964556,0.9999632835388184,0.000361029029591009,0.005358633119612932,0.006677390541881323,-0.007942795753479004,0.0009746551513671875,0.0
1700589580656703700,,653902292,1700589580,0.00023221756434927863,0.010227194347717307,0.01235266303480862,0.9999679327011108,8.452211477560923e-05,0.005114194005727768,0.006175617221742868,-0.00791621208190918,0.0010471343994140625,0.0
1700589580658768521,,658068895,1700589580,0.0009685992749916484,0.011039394665635697,0.012372754888219869,0.9999655485153198,0.0004501364310272038,0.005522558931261301,0.00618356978520751,-0.007961392402648926,0.001049041748046875,0.0
1700589580664657735,,662235736,1700589580,0.0002521016829851796,0.00900800014817084,0.011541699494963281,0.9999731779098511,0.00010005578951677307,0.004504637327045202,0.005770191550254822,-0.00797426700592041,0.0011191368103027344,0.0
1700589580667503410,,666402339,1700589580,0.0010827426702768614,0.010056378092003878,0.011496397183623908,0.9999707937240601,0.0005124527378939092,0.005031195469200611,0.005745370872318745,-0.007975935935974121,0.00109100341796875,0.0
1700589580671488044,,670568943,1700589580,0.0012222308005406103,0.008307129429907249,0.012567698248461419,0.9999715089797974,0.0005849978770129383,0.004157309886068106,0.0062812138348817825,-0.007927775382995605,0.00101470947265625,0.0
1700589580676061806,,674735546,1700589580,0.0007678075056745973,0.009106199434411806,0.012197003925987706,0.9999710321426392,0.00035612579085864127,0.004555339924991131,0.006096652243286371,-0.007934331893920898,0.0010848045349121094,0.0
1700589580681459728,,678902387,1700589580,0.0012332687337602152,0.010497978881605976,0.01287968475412164,0.9999653100967407,0.0005828107823617756,0.005252826493233442,0.006436471361666918,-0.007921814918518066,0.000995635986328125,0.0
1700589580684407695,,683068990,1700589580,0.0008500088945456596,0.010609007031756072,0.012205573699301916,0.9999672174453735,0.0003926186473108828,0.005306973122060299,0.0061004082672297955,-0.00794970989227295,0.0010676383972167969,0.0
1700589580687974612,,687235593,1700589580,0.0010869483970733858,0.011326249084450835,0.012846168467130199,0.9999632835388184,0.0005070799379609525,0.005666466895490885,0.00641985796391964,-0.007931232452392578,0.0010390281677246094,0.0
1700589580695442049,,691402196,1700589580,0.0007135758825133183,0.010563414394512437,0.012378262333037312,0.9999668598175049,0.0003240873047616333,0.0052837892435491085,0.0061871204525232315,-0.00794839859008789,0.0010695457458496094,0.0
